,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
9079,5181,97131,64,5,80,0,6,307
9080,10623,93164,96,11,16,0,2,460
9081,16973,69497,142,30,31,0,2,92
9082,4458,17622,65,1,36,1,3,312
9083,17253,81441,124,4,85,0,2,928
9084,8036,19659,112,7,42,0,9,806
9085,4376,63774,111,22,63,0,1,60
9086,5365,62808,66,33,37,0,4,211
9087,4347,38223,112,27,18,2,1,537
9088,29706,50367,128,15,37,0,2,1345
9089,5608,81914,70,6,33,0,6,198
9090,5008,56133,73,4,0,0,8,350
9091,14616,25358,126,1,13,0,2,750
9092,8196,21706,108,19,28,0,3,518
9093,5830,61468,77,11,36,0,6,783
9094,28393,38772,90,8,87,0,2,321
9095,7188,75456,66,15,24,0,2,278
9096,8609,79090,107,2,74,0,3,289
9097,3545,82754,116,23,14,3,1,835
9098,6314,66947,78,13,12,0,6,374
9099,8875,69205,110,20,56,0,6,372
9100,3054,28533,88,29,19,0,1,422
9101,3744,96291,101,3,32,0,1,727
9102,3013,21353,80,28,21,0,1,576
9103,11631,14277,152,8,94,0,7,1082
9104,9618,80536,119,5,83,0,3,53
9105,11814,41004,102,15,26,3,2,489
9106,2966,89710,81,14,75,0,1,388
9107,12101,23639,112,28,30,0,2,1252
9108,3289,21947,83,17,66,0,1,366
9109,13869,28432,118,1,59,0,2,612
9110,6743,17728,61,2,76,0,2,292
9111,7679,12677,101,21,18,0,9,500
9112,8444,76352,109,17,9,2,4,501
9113,8432,21052,111,12,55,0,5,453
9114,3409,85023,85,4,69,0,1,408
9115,6186,37138,83,12,1,2,9,417
9116,5333,55674,66,28,95,0,3,81
9117,7218,32312,61,29,31,3,2,276
9118,3021,72142,84,26,37,0,1,700
9119,20534,79356,93,24,25,0,2,669
9120,9628,71269,80,28,85,0,2,350
9121,4868,31447,121,12,16,0,1,580
9122,6273,18577,86,21,76,0,6,412
9123,3339,83178,94,20,53,0,1,863
9124,14567,54194,148,8,18,0,2,710
9125,9429,75638,83,6,52,4,2,108
9126,8237,48866,103,5,76,0,3,494
9127,2867,23376,78,19,18,0,1,374
9128,6446,43478,80,27,79,0,9,384
9129,31920,58542,114,29,82,0,2,129
9130,5032,30735,63,4,43,0,7,307
9131,2229,31358,61,27,57,0,1,292
9132,7263,86732,180,0,95,0,1,204
9133,7035,77235,87,2,68,0,5,310
9134,5893,86498,74,13,13,1,5,8
9135,2480,81672,65,1,60,0,1,328
9136,10213,39719,131,1,57,0,3,628
9137,10208,35482,129,21,59,0,3,619
9138,4763,14957,66,24,68,0,8,316
9139,8099,82195,112,19,42,0,6,438
9140,7996,70061,99,2,57,0,3,699
9141,21850,51056,78,27,86,0,2,95
9142,2875,84768,72,6,31,0,1,110
9143,2374,48911,61,15,6,0,1,292
9144,5553,21815,92,24,64,0,9,662
9145,3508,20978,98,19,96,1,1,1176
9146,6371,23797,81,10,57,0,3,388
9147,6568,25876,83,29,46,0,3,398
9148,10963,55687,276,5,91,0,1,1324
9149,4314,17738,64,16,42,1,5,460
9150,2619,78618,66,7,56,0,1,225
9151,3652,80169,95,22,80,0,1,456
9152,17732,42191,74,2,43,1,2,68
9153,9657,54033,131,34,61,0,9,628
9154,2308,46485,68,9,34,0,1,489
9155,2776,30893,70,25,13,0,1,85
9156,20090,65556,66,16,19,1,2,252
9157,2829,25317,71,15,97,0,1,50
9158,2359,19864,63,22,96,0,1,352
9159,36860,22854,122,28,53,0,2,878
9160,3644,82477,90,1,69,0,1,432
9161,5044,59292,64,14,92,0,4,218
9162,2775,29051,73,31,79,0,1,153
9163,22093,24193,185,26,79,0,2,785
9164,4652,52087,63,11,23,0,7,151
9165,8646,64125,108,3,44,0,3,369
9166,7708,71134,98,21,95,3,8,196
9167,2702,46370,68,28,86,1,1,326
9168,40224,48587,111,7,14,0,2,532
9169,2833,45360,73,16,71,0,1,350
9170,4726,13037,124,28,49,0,1,839
9171,6102,42800,153,4,11,1,1,734
9172,5395,44047,137,12,38,0,1,969
9173,7399,46316,101,28,34,0,6,337
9174,8177,54695,103,6,94,0,5,494
9175,2749,71445,70,6,95,2,1,336
9176,8042,55411,100,24,53,0,4,259
9177,5785,31320,72,30,95,0,5,293
9178,4531,57449,126,19,39,0,1,907
9179,5062,63949,72,22,58,0,5,345
9180,8845,45600,113,6,96,0,3,617
9181,15182,53863,63,12,30,0,2,105
9182,7851,32225,66,23,90,0,2,316
9183,5408,80192,67,22,24,0,7,95
9184,21240,77137,190,7,45,0,2,1368
9185,2499,28264,63,22,9,0,1,364
9186,8485,32607,111,27,79,1,8,532
9187,2292,32797,64,18,30,0,1,460
9188,6843,13230,66,18,21,0,2,478
9189,2630,62006,78,14,23,1,1,374
9190,7928,52248,72,7,75,0,2,345
9191,3982,73440,113,14,77,0,1,542
9192,5551,36918,76,28,77,3,3,364
9193,15512,39794,133,0,7,0,2,638
9194,2472,62006,61,31,96,0,1,292
9195,5797,69276,74,14,22,2,8,201
9196,10934,47170,139,4,57,0,3,667
9197,8084,60662,68,10,38,0,2,326
9198,2993,23277,77,14,68,2,1,369
9199,5701,41154,72,6,7,1,8,345
9200,2409,59665,62,33,3,1,1,167
9201,25805,22711,82,8,74,0,2,393
9202,38445,27398,125,4,71,1,2,600
9203,8072,30584,68,10,37,0,2,51
9204,2899,33738,74,6,50,1,1,304
9205,2877,32807,73,10,10,0,1,350
9206,8010,52009,68,20,29,0,2,250
9207,2678,72450,66,21,58,0,1,84
9208,3329,75556,84,24,78,0,1,498
9209,6782,26116,85,6,58,0,3,612
9210,5175,43735,71,0,26,0,9,340
9211,7690,55843,64,3,80,0,2,307
9212,5113,94415,127,6,53,1,1,492
9213,2570,48823,72,0,93,3,1,345
9214,4059,11621,108,4,98,0,1,518
9215,4692,38936,69,31,89,0,5,506
9216,4591,83297,113,11,28,1,1,542
9217,3703,21975,95,28,63,0,1,456
9218,5639,73168,70,21,50,0,3,425
9219,5363,64324,67,7,67,0,3,321
9220,7704,49088,97,4,46,0,3,698
9221,6375,98118,83,28,68,3,3,398
9222,4254,11904,61,34,11,2,3,292
9223,10010,66371,125,2,75,0,5,43
9224,5107,35625,65,10,56,1,3,288
9225,2590,22398,67,23,76,2,1,321
9226,15531,95340,198,5,84,2,3,808
9227,3837,21880,97,29,37,0,1,424
9228,7705,25290,66,0,4,0,2,382
9229,3768,43412,94,33,38,0,1,509
9230,5457,94731,67,23,65,0,4,321
9231,10391,81439,90,25,40,1,2,108
9232,11315,11885,101,18,39,0,2,484
9233,7344,64371,181,4,50,0,1,868
9234,4023,41833,103,28,43,0,1,643
9235,13197,69953,68,19,2,3,2,326
9236,6238,15602,90,25,63,2,7,134
9237,27666,61886,87,3,49,0,2,417
9238,2707,51455,67,16,85,0,1,11
9239,4650,28215,65,15,26,0,3,468
9240,5447,55483,70,26,46,0,3,230
9241,2848,82842,81,26,58,0,1,583
9242,8986,66267,111,23,95,0,3,1093
9243,2541,93046,71,12,37,0,1,511
9244,18690,57457,68,6,94,0,2,326
9245,4428,18263,117,1,18,0,1,758
9246,2763,56274,69,32,5,0,1,384
9247,2594,49464,70,17,47,1,1,494
9248,7824,64543,65,1,84,0,2,200
9249,7668,92456,95,8,3,0,4,456
9250,3596,30694,91,22,23,1,1,436
9251,2480,29444,63,5,84,0,1,302
9252,2248,24910,63,7,63,1,1,347
9253,9638,35230,61,27,2,1,2,16
9254,5375,80769,80,13,57,1,4,749
9255,7542,62848,111,7,25,0,3,1186
9256,30313,67117,85,10,38,0,2,329
9257,5979,57693,76,16,56,0,3,547
9258,9472,65903,131,4,49,0,9,628
9259,16301,19614,85,21,32,0,2,574
9260,5907,74300,81,21,47,0,8,390
9261,30647,82505,105,8,29,0,2,1212
9262,4416,61953,113,5,63,0,1,497
9263,5510,61401,69,8,77,0,3,144
9264,4865,21498,63,23,72,0,9,302
9265,12765,97063,117,13,47,0,2,842
9266,8657,68727,72,15,49,0,2,171
9267,9079,20290,113,6,75,0,3,766
9268,8317,64367,104,0,14,0,9,96
9269,8396,47593,72,33,52,0,2,344
9270,2776,20868,77,6,36,0,1,554
9271,5657,39584,152,12,89,0,1,729
9272,6503,22081,84,1,9,0,6,451
9273,6674,48018,189,22,14,0,1,1737
9274,4103,82427,102,24,5,0,1,489
9275,2759,92296,69,4,65,0,1,331
9276,5645,44162,71,27,16,0,7,160
9277,4629,17418,70,23,32,0,7,754
9278,5350,41336,68,33,25,0,5,263
9279,4802,29809,61,13,17,0,9,365
9280,20215,77058,63,16,42,0,2,119
9281,5879,85857,73,3,19,0,6,100
9282,8092,50825,102,3,46,0,3,369
9283,13111,67197,111,2,9,0,2,147
9284,6516,91719,175,12,60,0,1,1221
9285,5737,68946,71,15,31,0,8,309
9286,2331,27398,68,4,39,1,1,326
9287,11030,35773,93,25,89,0,2,446
9288,6552,56188,86,20,52,3,3,175
9289,8679,55842,109,4,26,0,3,703
9290,2510,94962,70,25,30,0,1,522
9291,17367,66245,145,20,58,0,2,181
9292,5314,66467,66,17,65,0,3,294
9293,50568,82081,249,1,62,0,2,753
9294,14708,36670,189,30,44,0,3,907
9295,5300,26585,69,26,23,0,4,308
9296,7434,51408,62,11,92,0,2,297
9297,4582,19065,61,28,29,0,7,292
9298,4661,54550,68,0,48,1,5,489
9299,10461,29339,155,23,62,0,5,1116
9300,2722,17576,71,29,70,0,1,398
9301,7857,85020,104,12,7,0,3,499
9302,4598,51523,116,11,20,0,1,738
9303,17435,54105,73,1,15,0,2,350
9304,2981,80590,74,26,3,0,1,97
9305,3049,46939,90,14,36,0,1,432
9306,4506,60468,66,0,10,0,9,316
9307,2722,17576,71,29,70,0,1,398
9308,3819,13271,111,29,76,0,1,799
9309,2530,37811,63,25,14,0,1,365
9310,5147,33171,65,27,17,0,3,236
9311,4512,82383,125,6,44,0,1,900
9312,27420,73353,112,23,20,0,2,537
9313,6198,24053,87,33,53,1,7,624
9314,19160,22705,239,19,59,0,7,1294
9315,9807,86576,135,3,48,0,4,970
9316,5012,48328,63,22,12,0,7,108
9317,4652,29509,63,21,23,0,7,151
9318,5292,67899,66,5,31,1,6,316
9319,8044,68849,67,9,67,0,2,252
9320,4674,35830,118,4,50,1,1,597
9321,2399,19112,62,3,32,0,1,259
9322,7582,64801,64,23,19,0,2,268
9323,2759,92296,69,4,65,0,1,331
9324,1904,26241,63,22,7,3,1,302
9325,9036,89382,112,2,61,0,3,573
9326,38320,45277,191,19,0,0,2,916
9327,5122,58206,64,2,56,0,3,454
9328,6907,42790,87,10,74,0,3,290
9329,6089,21832,84,29,39,0,3,403
9330,8193,54840,72,18,59,3,2,468
9331,2544,91169,65,15,50,0,1,139
9332,5228,92472,65,0,3,0,3,240
9333,8927,96768,111,6,65,2,3,2
9334,3746,70342,96,3,99,1,1,685
9335,5494,89205,68,28,86,0,6,165
9336,25253,44096,72,28,65,1,2,345
9337,5639,73168,70,21,50,0,3,425
9338,8083,96454,116,7,23,0,8,820
9339,5398,73775,67,14,51,0,3,321
9340,5165,68371,72,6,66,0,5,518
9341,3124,81285,81,35,2,2,1,441
9342,28328,20799,111,20,28,0,2,388
9343,2573,29500,67,14,72,0,1,321
9344,24186,32989,102,25,12,0,2,489
9345,4864,37406,122,23,38,1,1,1134
9346,4228,77853,106,12,76,0,1,165
9347,15023,28262,192,5,77,0,3,921
9348,5841,88251,79,17,4,0,3,379
9349,5811,83318,72,21,58,0,3,345
9350,7231,67276,61,7,74,0,2,181
9351,5126,85522,64,1,56,0,3,165
9352,8802,96390,73,17,47,0,2,316
9353,3580,75333,90,15,44,1,1,289
9354,2914,37803,74,26,51,0,1,355
9355,2724,97160,70,21,70,0,1,405
9356,7258,60969,61,9,5,0,2,146
9357,3218,68776,80,28,78,0,1,87
9358,13083,73060,108,35,78,0,2,518
9359,10901,72257,90,29,61,4,2,408
9360,6187,80845,88,27,25,0,6,633
9361,3398,14814,101,4,60,0,1,1183
9362,9700,55643,138,23,54,0,3,993
9363,6627,90751,82,2,22,1,8,315
9364,2598,62566,65,4,3,1,1,48
9365,8714,81459,118,14,64,0,4,566
9366,2496,49136,64,7,95,0,1,307
9367,8737,61281,110,7,16,0,7,79
9368,3567,92198,102,28,11,0,1,660
9369,3256,45798,89,17,56,0,1,491
9370,2471,79192,70,32,14,0,1,504
9371,5469,67099,69,11,24,0,6,22
9372,8382,25998,71,16,38,0,2,791
9373,8209,66037,69,2,83,0,2,69
9374,4981,33176,63,22,75,0,3,302
9375,5686,26409,71,30,70,0,5,475
9376,10552,77627,88,14,38,0,2,205
9377,5905,59848,73,5,98,1,3,131
9378,4144,64478,103,30,92,0,1,8
9379,4219,62396,107,24,52,0,1,693
9380,4386,10621,67,28,22,0,5,321
9381,9419,87840,118,22,42,1,3,161
9382,12913,62448,107,0,11,0,2,513
9383,10209,36568,128,28,34,0,6,978
9384,2818,88816,70,33,9,0,1,164
9385,2595,27734,65,12,86,0,1,193
9386,9718,13328,65,12,46,0,2,312
9387,10759,11673,97,12,24,0,2,465
9388,21768,35124,137,18,46,0,2,986
9389,2661,35503,67,14,95,0,1,216
9390,5227,29716,72,20,12,0,6,518
9391,5811,92534,79,10,22,0,8,304
9392,7948,23916,68,33,86,0,2,481
9393,5479,38210,69,25,41,0,3,383
9394,16710,73049,139,3,42,0,2,284
9395,2757,50414,69,25,34,0,1,331
9396,3044,17489,85,31,28,0,1,587
9397,6913,26714,64,17,7,1,2,307
9398,6656,26628,85,15,28,0,6,408
9399,10090,97238,126,6,91,0,3,604
9400,5009,54146,68,21,69,0,7,326
9401,5018,74423,62,31,10,0,5,50
9402,7993,39448,103,10,14,3,5,66
9403,14635,16066,139,5,56,0,2,667
9404,13623,67060,126,1,85,4,2,339
9405,4362,58842,110,6,74,0,1,528
9406,5442,25884,69,18,36,3,9,292
9407,4035,55407,101,30,68,1,1,275
9408,4876,22236,62,3,45,0,4,409
9409,9546,15406,124,7,40,0,3,892
9410,7911,43916,68,10,59,2,2,326
9411,4270,68568,122,27,2,0,1,725
9412,2659,24495,70,29,65,0,1,336
9413,5548,67798,69,1,78,0,9,331
9414,5503,59932,71,16,77,1,3,116
9415,3056,34317,78,6,32,2,1,263
9416,3909,40361,98,3,98,0,1,71
9417,13862,96950,115,20,74,0,2,633
9418,4017,31106,118,23,54,0,1,959
9419,5660,59586,72,6,70,0,3,91
9420,2991,35605,74,0,95,0,1,355
9421,2345,51397,61,20,61,0,1,292
9422,4794,46143,122,15,85,0,1,223
9423,2869,13393,73,31,11,0,1,34
9424,7584,87473,95,28,7,0,8,448
9425,6511,42746,91,24,28,0,8,655
9426,2213,45942,63,0,66,0,1,305
9427,4091,38692,102,16,8,0,1,502
9428,3293,87613,94,3,40,0,1,676
9429,2712,58508,69,32,11,0,1,57
9430,7258,88082,61,10,45,1,2,218
9431,5729,92254,70,7,94,0,7,245
9432,7072,90551,61,28,4,4,2,374
9433,16510,31356,68,25,13,0,2,326
9434,7783,48689,191,15,18,0,1,985
9435,8079,13050,102,1,77,0,6,734
9436,29706,16269,128,3,37,0,2,1345
9437,3436,30817,88,25,43,0,1,91
9438,15860,34834,136,10,41,0,2,46
9439,5520,26129,70,4,38,0,3,419
9440,9000,28108,114,6,27,0,3,547
9441,8719,59763,73,4,31,0,2,350
9442,6826,20763,68,13,26,0,2,489
9443,2504,66081,64,31,92,1,1,42
9444,2119,18287,61,6,56,4,1,292
9445,15503,29932,64,34,5,0,2,319
9446,12010,42978,119,3,24,0,2,856
9447,5505,86132,68,30,10,0,3,301
9448,5068,31475,64,6,3,1,3,22
9449,8476,74001,108,3,62,3,7,254
9450,4118,69379,103,18,79,3,1,494
9451,4160,96263,103,5,5,0,1,1
9452,2457,29486,62,19,73,0,1,7
9453,8717,36645,112,21,50,0,7,614
9454,8896,26201,112,4,48,0,8,168
9455,9061,79547,65,19,87,0,2,413
9456,4282,40864,109,16,70,1,1,166
9457,4692,56231,64,20,13,0,4,137
9458,9810,57924,131,15,90,0,8,628
9459,7385,54289,62,32,13,0,2,430
9460,8485,93395,244,10,99,0,1,1756
9461,9438,86946,118,13,14,0,7,340
9462,6386,23751,82,4,9,1,7,586
9463,2397,22283,65,16,93,0,1,572
9464,8614,64220,107,3,86,0,7,48
9465,4456,29550,114,16,70,1,1,118
9466,8265,99413,77,17,41,0,2,554
9467,6019,68658,77,7,60,0,8,296
9468,4849,36413,61,21,76,0,3,153
9469,15320,81955,126,3,21,0,2,720
9470,6714,31932,93,8,42,1,3,604
9471,5498,33191,70,9,80,0,9,443
9472,8982,43490,114,24,63,4,6,174
9473,5599,12915,73,1,60,0,5,350
9474,5504,69944,73,18,45,0,5,350
9475,14917,66562,190,1,36,0,3,1368
9476,9772,59325,83,20,76,0,2,81
9477,3237,60244,83,3,72,3,1,326
9478,6457,37548,81,12,9,0,3,160
9479,8433,57961,72,30,64,0,2,38
9480,5912,72208,73,3,84,0,8,350
9481,4903,39793,66,19,29,0,8,469
9482,2227,27972,61,7,38,0,1,292
9483,4013,56586,100,33,86,0,1,121
9484,7870,75740,98,8,42,0,3,46
9485,2780,88704,69,16,78,0,1,259
9486,5512,45971,138,15,91,0,1,139
9487,5271,13215,74,30,17,1,3,443
9488,2675,55479,68,5,7,1,1,117
9489,4715,63631,64,28,43,0,7,345
9490,6712,44891,83,12,75,0,6,74
9491,5414,26893,68,1,31,0,5,68
9492,2396,26222,62,23,18,0,1,297
9493,3360,75216,84,29,39,0,1,65
9494,4882,80604,61,22,86,0,3,255
9495,6507,47367,97,4,11,0,4,863
9496,24258,33334,89,35,22,0,2,538
9497,14944,94316,68,11,52,0,2,326
9498,2520,39377,64,7,53,0,1,307
9499,2248,24910,63,7,63,1,1,347
9500,12157,57449,103,6,28,0,2,494
9501,3653,74126,90,14,76,0,1,478
9502,5543,64255,70,7,36,0,8,193
9503,10633,80046,132,4,42,0,4,260
9504,17497,76817,73,9,94,0,2,350
9505,6187,67428,88,17,25,0,6,633
9506,5354,17099,69,13,28,0,9,331
9507,32021,31433,100,5,23,0,2,635
9508,5754,34847,73,26,24,0,7,525
9509,4983,13340,83,22,0,3,5,736
9510,9708,39930,86,22,64,1,2,412
9511,4150,53787,104,20,77,0,1,666
9512,5163,88692,64,29,26,0,5,253
9513,4420,51318,68,0,93,3,5,546
9514,2446,82225,61,24,27,0,1,292
9515,5296,96510,73,33,44,0,3,152
9516,7949,63688,99,28,93,1,6,475
9517,5170,89284,133,4,62,2,1,402
9518,14435,60880,119,25,89,0,2,109
9519,13742,90343,175,11,68,0,3,833
9520,16477,49825,70,14,27,3,2,336
9521,20395,92850,104,3,28,1,2,499
9522,5904,97413,73,21,80,0,6,268
9523,4087,24123,104,7,61,0,1,748
9524,13799,32689,127,20,31,0,2,609
9525,10682,52965,134,6,77,3,4,83
9526,10896,29365,137,14,78,0,7,657
9527,7910,77577,199,14,37,1,1,35
9528,8672,99250,125,8,61,0,3,600
9529,5677,34472,77,13,57,0,9,369
9530,10426,52342,66,28,28,3,2,316
9531,13357,71883,124,13,1,0,2,696
9532,19357,58904,68,20,66,1,2,326
9533,7259,16367,94,2,99,0,9,515
9534,24261,66525,100,0,86,0,2,104
9535,5926,23091,96,28,90,5,5,460
9536,6006,85510,74,19,68,0,4,355
9537,4553,79550,124,1,43,0,1,714
9538,8184,82680,68,8,86,0,2,326
9539,7596,56225,97,10,95,0,3,465
9540,5170,35334,65,29,31,0,4,468
9541,8593,91276,105,14,4,0,4,504
9542,10357,68309,131,10,67,0,9,306
9543,29676,33992,194,15,46,1,2,931
9544,4363,82448,63,13,49,0,7,302
9545,4369,97321,110,35,46,0,1,74
9546,10852,67696,97,11,51,5,2,17
9547,6057,27681,83,13,62,0,9,398
9548,2534,25163,67,32,18,0,1,321
9549,3885,11825,105,3,92,0,1,504
9550,8798,77026,110,9,82,2,3,472
9551,4582,69085,113,35,14,0,1,472
9552,10484,61108,89,22,93,0,2,49
9553,2860,50332,72,2,11,0,1,345
9554,2673,28728,67,8,10,0,1,321
9555,2144,75267,61,34,35,1,1,292
9556,2705,25148,83,15,85,1,1,398
9557,2436,69286,65,6,84,0,1,149
9558,4901,72859,61,6,5,0,9,49
9559,4257,49853,109,17,47,0,1,679
9560,15762,44362,66,25,75,2,2,142
9561,8364,48582,110,7,40,0,5,528
9562,6465,39130,92,9,24,0,3,662
9563,7572,12876,107,18,90,0,3,425
9564,4372,23124,112,31,59,0,1,537
9565,8139,86876,68,9,3,0,2,118
9566,10244,51228,94,23,34,0,2,451
9567,5878,22061,74,25,25,0,8,355
9568,4869,44934,61,9,60,0,4,357
9569,4339,91761,109,33,20,2,1,779
9570,12904,27778,109,30,14,0,2,523
9571,5337,44034,86,19,93,3,5,619
9572,5292,22680,70,13,8,0,3,336
9573,2496,17048,73,13,33,0,1,350
9574,6057,27681,83,13,62,0,9,398
9575,12663,72109,105,31,34,0,2,504
9576,3339,38821,87,14,64,0,1,488
9577,3040,17442,83,30,44,0,1,989
9578,2601,57231,65,35,37,0,1,305
9579,9095,66828,128,5,76,0,8,921
9580,7778,63786,196,30,81,0,1,798
9581,5473,93870,69,1,96,0,8,331
9582,4072,96443,102,1,17,0,1,489
9583,13046,71024,65,26,96,1,2,266
9584,3863,47199,100,3,65,3,1,480
9585,4376,63774,111,18,63,0,1,60
9586,19597,64559,62,31,90,0,2,107
9587,7439,39611,108,2,94,0,5,518
9588,7838,93812,69,9,12,0,2,2
9589,2621,26477,66,18,37,0,1,144
9590,8215,55538,110,10,32,0,7,601
9591,2764,33837,72,3,54,3,1,305
9592,21561,87457,110,11,59,0,2,792
9593,4443,78952,121,7,69,0,1,644
9594,10629,36495,133,14,97,1,3,229
9595,5112,15131,67,14,13,0,9,321
9596,2878,42522,85,33,69,0,1,612
9597,4878,29950,61,0,76,0,4,292
9598,5619,66620,70,13,75,0,7,336
9599,2828,98680,72,27,38,2,1,345
9600,2685,45754,69,34,88,0,1,333
9601,10408,20228,101,3,43,1,2,523
9602,5670,28406,72,16,35,1,4,192
9603,2535,69259,63,3,30,0,1,362
9604,7714,91515,106,3,90,0,8,763
9605,7995,25239,100,30,59,0,7,150
9606,7919,70661,70,13,18,0,2,336
9607,10129,25349,68,34,31,0,2,326
9608,22029,10973,121,27,58,0,2,580
9609,9880,62326,122,8,53,0,8,96
9610,32437,36842,99,15,85,0,2,475
9611,2344,13545,74,13,42,1,1,532
9612,2417,54475,65,16,90,0,1,468
9613,4254,11904,61,34,11,2,3,292
9614,43217,51504,220,30,99,0,2,2552
9615,9185,73795,116,1,77,1,3,501
9616,4235,60334,106,5,67,0,1,111
9617,5746,22906,76,17,27,0,8,519
9618,6701,18400,89,26,52,0,8,640
9619,5038,72919,130,4,22,0,1,936
9620,2433,93652,66,12,71,0,1,475
9621,4908,48207,63,28,85,2,8,164
9622,7835,55306,71,7,24,0,2,404
9623,13864,11679,74,4,12,4,2,580
9624,4650,28215,65,15,26,0,3,468
9625,2907,51020,73,16,88,0,1,350
9626,15663,31789,130,11,65,0,2,316
9627,5770,12632,83,21,67,0,8,946
9628,16355,29439,146,4,10,0,2,700
9629,4875,10743,70,12,64,2,8,336
9630,8879,52583,113,12,59,0,7,528
9631,2690,87313,67,4,5,0,1,321
9632,20496,81673,64,10,72,0,2,307
9633,2685,20608,73,10,24,0,1,350
9634,6699,71615,99,21,35,1,4,699
9635,2962,71809,74,14,3,0,1,78
9636,6185,21020,80,1,36,0,4,178
9637,4349,75648,108,28,10,0,1,112
9638,11472,62134,73,13,14,0,2,25
9639,3423,99816,86,0,0,0,1,172
9640,6745,26801,192,1,27,0,1,1921
9641,2733,93558,67,19,5,0,1,478
9642,2571,29697,66,0,58,4,1,316
9643,8888,21509,81,24,24,1,2,413
9644,5205,31275,66,26,0,0,3,316
9645,7842,94263,98,33,78,0,3,112
9646,3438,55910,86,4,3,0,1,324
9647,4582,69085,113,10,14,0,1,472
9648,26134,54567,111,1,72,0,2,673
9649,11726,40564,97,0,36,0,2,85
9650,7375,33345,65,32,52,0,2,338
9651,2628,84498,65,18,83,0,1,255
9652,17930,21708,68,24,77,0,2,326
9653,5673,13480,82,13,87,0,7,445
9654,4221,99645,62,12,68,0,3,614
9655,15695,97750,65,15,51,0,2,303
9656,3470,94885,86,18,10,3,1,170
9657,9591,70589,128,23,27,0,6,150
9658,9106,74143,114,1,61,0,6,547
9659,5509,78879,69,9,67,1,4,466
9660,7681,90043,63,12,21,0,2,203
9661,8002,17723,107,3,65,0,3,513
9662,7285,44788,61,6,48,0,2,386
9663,22195,78965,183,3,78,0,2,145
9664,2537,56621,65,27,36,2,1,84
9665,2606,28519,66,1,56,0,1,456
9666,7439,30590,108,2,94,0,5,518
9667,4985,31702,63,13,3,1,7,302
9668,7463,24599,64,12,50,1,2,42
9669,5431,49345,69,10,12,0,7,251
9670,9051,60964,113,21,16,0,4,327
9671,3148,17447,83,16,75,0,1,544
9672,8151,17148,114,9,27,0,5,820
9673,7507,60920,64,10,61,0,2,231
9674,10581,42513,133,0,44,0,3,628
9675,4935,95765,61,14,80,0,3,352
9676,8509,26057,74,3,63,0,2,523
9677,4744,20698,68,21,72,5,5,248
9678,3692,88669,105,28,69,0,1,756
9679,8720,25752,73,28,85,0,2,378
9680,2439,50876,61,13,60,0,1,171
9681,4419,24046,116,27,47,0,1,556
9682,4118,69379,103,14,79,0,1,494
9683,2499,28082,64,9,63,0,1,578
9684,4718,15680,64,20,29,0,8,260
9685,14120,95715,119,0,52,2,2,148
9686,7590,52348,65,33,18,1,2,312
9687,5479,56005,68,31,30,1,3,326
9688,2813,50397,70,34,77,0,1,350
9689,4958,22842,65,20,53,0,9,468
9690,12875,26121,119,12,51,0,2,754
9691,2464,40982,62,6,88,0,1,106
9692,18522,65903,66,4,98,0,2,316
9693,4686,58089,118,9,83,0,1,566
9694,4089,43177,103,34,74,0,1,420
9695,13869,28432,118,1,59,0,2,612
9696,6883,64600,86,22,30,0,3,168
9697,6679,96370,91,3,94,0,5,655
9698,3268,72439,93,9,35,0,1,549
9699,2647,26441,66,32,20,0,1,210
9700,2690,60060,67,24,12,0,1,320
9701,8646,64125,108,3,44,0,3,369
9702,8819,99845,110,23,25,1,8,528
9703,8545,35456,109,14,58,0,6,505
9704,3288,17860,99,6,0,0,1,656
9705,13345,80277,112,6,40,1,2,36
9706,8583,18017,114,23,54,0,9,547
9707,2857,85300,73,8,39,2,1,319
9708,3184,50989,80,3,11,0,1,255
9709,12168,14973,115,2,75,0,2,828
9710,5623,11612,71,20,92,0,5,340
9711,7807,52162,99,1,63,0,4,251
9712,11436,79614,135,12,84,4,2,980
9713,6109,47454,85,25,24,0,6,612
9714,2859,99981,71,2,22,0,1,204
9715,3163,97266,79,29,84,0,1,546
9716,16953,76797,71,22,2,0,2,234
9717,8543,48259,117,0,6,0,4,561
9718,7283,79055,186,32,24,1,1,177
9719,2398,24182,66,12,32,0,1,316
9720,8175,98439,80,25,80,0,2,384
9721,3980,92539,101,2,61,0,1,707
9722,20600,64541,86,16,43,0,2,256
9723,5011,75248,63,13,71,0,5,104
9724,3028,23155,94,27,52,1,1,483
9725,6179,46042,86,7,96,0,8,412
9726,8332,86079,79,22,72,1,2,379
9727,4236,10559,61,21,13,0,3,292
9728,5657,98917,139,18,21,0,1,336
9729,3746,41479,94,14,38,1,1,19
9730,10004,89060,94,7,4,0,2,807
9731,3129,48056,78,15,92,0,1,374
9732,2959,28140,85,23,5,0,1,612
9733,2142,64517,65,3,71,0,1,686
9734,4510,84300,111,13,0,0,1,202
9735,8535,53223,72,9,0,0,2,299
9736,2780,94943,69,3,22,0,1,387
9737,13579,40059,193,30,38,0,7,1610
9738,2372,25550,61,28,13,0,1,439
9739,8047,29808,105,18,38,1,3,52
9740,2552,50201,64,21,99,0,1,99
